date,product_type,region,customer_segment,total_volume_tons,total_revenue,total_margin,avg_final_price,avg_competitor_price,avg_inventory,avg_weather_index,margin_rate
2022-05-01,Canola,South,Exporter,532.0,267521.52,78512.56,502.86,497.24,825.0,0.87,0.2934812870381418
2022-05-01,Canola,South,Food Processor,381.0,203823.57,54582.06,534.97,511.41,1159.0,0.98,0.2677907172364805
2022-05-01,Canola,West,Commercial,383.0,206662.97,47626.05,539.59,541.74,634.0,1.02,0.23045275116292
2022-05-01,Canola,West,Cooperative,765.0,387877.95,75742.65,507.03,542.41,573.0,1.29,0.19527444135455493
2022-05-01,Canola,West,Exporter,655.0,363544.65,87494.9,555.03,560.75,512.0,1.12,0.24067167540493303
2022-05-01,Canola,West,Unknown,362.0,182864.3,52269.18,505.15,530.18,902.0,0.91,0.2858358903296051
2022-05-01,Corn,Midwest,Commercial,1770.0,375293.1,94854.3,212.03,223.14,2895.0,1.07,0.2527472527472528
2022-05-01,Corn,Midwest,Cooperative,1886.0,385969.9,66424.92,204.65,209.8,2801.0,0.93,0.172098705106279
2022-05-01,Corn,Midwest,Exporter,2287.0,402923.66,90359.37,176.18,178.97,2951.0,1.04,0.22425928028153025
2022-05-01,Corn,Midwest,Food Processor,1374.0,282817.29,85084.95,205.835,192.11,2748.0,0.91,0.30084776641484684
2022-05-01,Corn,Northeast,Commercial,792.0,152642.16,31656.24,192.73,205.74,1499.0,0.85,0.20738857468998081
2022-05-01,Corn,Northeast,Cooperative,1029.0,222181.68,53086.11,215.92,210.81,1726.0,1.19,0.23893108558725454
2022-05-01,Corn,Northeast,Exporter,1236.0,256914.96,57956.04,207.86,233.78,1552.0,0.99,0.22558452804772444
2022-05-01,Corn,Northeast,Food Processor,1024.0,211056.64,43120.64,206.11,207.94,1466.0,1.2,0.20430837902091115
2022-05-01,Corn,South,Commercial,1094.0,225309.3,42075.24,205.95,188.89,2100.0,0.9,0.1867443554260743
2022-05-01,Corn,South,Cooperative,1212.0,248714.52,71968.56,205.21,213.99,2445.0,0.84,0.2893621168559037
2022-05-01,Corn,South,Exporter,1693.0,374813.27,107590.15,221.39,221.74,2251.0,0.98,0.2870500022584579
2022-05-01,Corn,South,Food Processor,930.0,198815.4,50964.0,213.78,223.93,2207.0,0.88,0.2563382917017495
2022-05-01,Corn,West,Commercial,763.0,157773.14,34838.58,206.78,209.56,2118.0,0.75,0.2208143921075539
2022-05-01,Corn,West,Cooperative,1301.0,233269.3,39810.6,179.3,189.93,1788.0,1.0,0.1706636921360848
2022-05-01,Corn,West,Exporter,1650.0,359452.5,55984.5,217.85,220.44,1578.0,1.21,0.155749368831765
2022-05-01,Corn,West,Food Processor,938.0,193668.86,50295.56,206.47,217.54,1842.0,0.9,0.25969874558047173
2022-05-01,Soybeans,Midwest,Commercial,1289.0,610766.87,157064.65,473.83,479.09,2093.0,1.08,0.25715974083532067
2022-05-01,Soybeans,Midwest,Cooperative,1258.0,572729.66,171327.02,455.27,477.55,1872.0,0.92,0.29914116897665116
2022-05-01,Soybeans,Midwest,Exporter,1748.0,827555.64,158788.32,473.43,473.68,2433.0,1.09,0.19187630695139726
2022-05-01,Soybeans,Midwest,Food Processor,1400.0,659106.0,190204.0,470.79,483.99,2458.0,1.29,0.28857877185156866
2022-05-01,Soybeans,Northeast,Commercial,745.0,341001.4,74619.2,457.72,480.49,1152.0,1.08,0.2188237350345189
2022-05-01,Soybeans,Northeast,Cooperative,861.0,405789.3,71807.4,471.3,495.1,964.0,1.08,0.1769573520050923
2022-05-01,Soybeans,Northeast,Exporter,964.0,520193.68,111968.6,539.62,566.59,1215.0,1.03,0.21524406063526186
2022-05-01,Soybeans,Northeast,Food Processor,616.0,261886.24,73106.88,425.14,438.61,1298.0,1.15,0.27915510184880277
2022-05-01,Soybeans,South,Commercial,1113.0,517333.53,82094.88,464.81,515.88,1522.0,0.98,0.15868849637486285
2022-05-01,Soybeans,South,Exporter,1126.0,567706.68,159869.48,504.18,499.99,1735.0,0.99,0.28160577571502243
2022-05-01,Soybeans,South,Food Processor,973.0,498983.59,97640.55,512.83,553.18,1781.0,1.0,0.19567887994072108
2022-05-01,Soybeans,West,Commercial,752.0,369013.92,85780.64,490.71,500.41,1203.0,0.92,0.23245908989015918
2022-05-01,Soybeans,West,Cooperative,735.0,335049.75,84069.3,455.85,454.44,1251.0,0.87,0.25091587144894156
2022-05-01,Soybeans,West,Exporter,1088.0,500110.08,112009.6,459.66,475.4,1565.0,1.12,0.22396989078884394
2022-05-01,Soybeans,West,Food Processor,703.0,321031.98,71178.75,456.66,448.44,1182.0,0.91,0.22171856523452899
2022-05-01,Wheat,Midwest,Commercial,763.0,193901.19,47992.7,254.13,243.79,1893.0,0.89,0.24751111635776962
2022-05-01,Wheat,Midwest,Cooperative,1256.0,318760.24,60941.12,253.79,256.38,1726.0,1.14,0.19118168564561253
2022-05-01,Wheat,Midwest,Exporter,1274.0,311505.74,49431.2,244.51,263.51,1780.0,0.91,0.15868471637151854
2022-05-01,Wheat,Midwest,Food Processor,895.0,221718.35,42691.5,247.73,263.28,1487.0,1.09,0.19254833891736972
2022-05-01,Wheat,Northeast,Commercial,552.0,130647.36,31215.6,236.68,241.79,676.0,1.02,0.2389302011154301
2022-05-01,Wheat,Northeast,Cooperative,560.0,131185.6,37184.0,234.26,245.96,794.0,0.89,0.2834457440450781
2022-05-01,Wheat,Northeast,Exporter,572.0,134711.72,29955.64,235.51,246.38,1028.0,1.01,0.22236847692242367
2022-05-01,Wheat,Northeast,Food Processor,493.0,135052.42,23728.09,273.94,288.21,841.0,0.94,0.17569540775352266
2022-05-01,Wheat,South,Commercial,804.0,204714.48,42250.2,254.62,263.33,1556.0,1.06,0.20638598696096142
2022-05-01,Wheat,South,Cooperative,845.0,219598.6,37670.1,259.88,274.05,1213.0,1.05,0.17154071109742958
2022-05-01,Wheat,South,Exporter,949.0,243665.24,44289.83,256.76,259.99,1307.0,0.96,0.18176507244119022
2022-05-01,Wheat,South,Food Processor,523.0,138809.43,37603.7,265.41,284.73,1267.0,1.01,0.27090162390264116
2022-05-01,Wheat,West,Commercial,574.0,154813.54,32941.86,269.71,279.64,1136.0,0.92,0.21278410144228985
2022-05-01,Wheat,West,Cooperative,940.0,230046.2,58731.2,244.73,249.65,769.0,1.2,0.25530176112450453
2022-05-01,Wheat,West,Exporter,1100.0,285989.0,74382.0,259.99,274.75,786.0,1.27,0.26008692642024694
2022-05-01,Wheat,West,Food Processor,592.0,143968.48,42706.88,243.19,247.95,880.0,0.97,0.29664048686212424
2022-05-08,Canola,Midwest,Commercial,738.0,361221.48,101002.68,489.46,511.2,1164.0,0.84,0.2796142687860091
2022-05-08,Canola,Midwest,Cooperative,825.0,427779.0,89619.75,518.52,521.45,1288.0,1.06,0.2095001157139551
2022-05-08,Canola,Midwest,Exporter,851.0,446204.83,114221.22,524.33,546.56,1118.0,0.77,0.2559838269791925
2022-05-08,Canola,Midwest,Food Processor,389.0,201058.54,50274.36,516.86,489.16,1258.0,0.94,0.2500483689974074
2022-05-08,Canola,Northeast,Commercial,486.0,261711.0,59000.4,538.5,601.77,593.0,1.01,0.2254410399257196
2022-05-08,Canola,Northeast,Cooperative,393.0,221086.08,60970.02,562.56,545.01,805.0,1.09,0.2757750284414107
2022-05-08,Canola,Northeast,Exporter,537.0,268118.73,51449.97,499.29,532.56,573.0,0.92,0.19189248733201147
2022-05-08,Canola,Northeast,Food Processor,253.0,133670.02,29836.29,528.34,507.47,511.0,1.09,0.22320853995533183
2022-05-08,Canola,South,Commercial,588.0,322770.84,65656.08,548.93,547.37,1017.0,1.09,0.20341391434244802
2022-05-08,Canola,South,Cooperative,613.0,321205.87,95683.17,523.99,530.15,859.0,1.07,0.29788736426267676
2022-05-08,Canola,South,Exporter,764.0,364412.72,60524.08,476.98,511.48,1076.0,1.16,0.16608662837016228
2022-05-08,Canola,South,Food Processor,363.0,196909.35,56127.06,542.45,546.48,947.0,1.07,0.2850400958613697
2022-05-08,Canola,West,Commercial,479.0,256652.99,76956.14,535.81,564.66,954.0,0.98,0.29984509434314405
2022-05-08,Canola,West,Cooperative,570.0,302812.5,55632.0,531.25,493.98,454.0,1.29,0.18371764705882354
2022-05-08,Canola,West,Exporter,736.0,355090.56,71701.12,482.46,491.04,871.0,1.13,0.20192347552128673
2022-05-08,Canola,West,Food Processor,316.0,152883.96,39579.0,483.81,490.77,709.0,1.12,0.2588826192100205
2022-05-08,Corn,Midwest,Commercial,1440.0,315820.8,89899.2,219.32,223.66,2711.0,0.82,0.2846525624658034
2022-05-08,Corn,Midwest,Cooperative,1421.0,311426.36,87164.14,219.16,222.35,2826.0,0.79,0.2798868406643548
2022-05-08,Corn,Midwest,Exporter,1927.0,419912.57,117932.4,217.91,217.16,3103.0,0.92,0.28084989215731265
2022-05-08,Corn,Midwest,Food Processor,1414.0,276168.34,66344.88,195.31,178.49,3058.0,1.0,0.24023347498847986
2022-05-08,Corn,Northeast,Commercial,876.0,200998.2,55477.08,229.45,225.61,1286.0,1.17,0.27600784484637175
2022-05-08,Corn,Northeast,Cooperative,1187.0,250385.78,44322.58,210.94,207.2,1279.0,1.0,0.17701716127808856
2022-05-08,Corn,Northeast,Exporter,1223.0,244025.19,42621.55,199.53,191.08,1632.0,0.99,0.17466045206234654
2022-05-08,Corn,Northeast,Food Processor,610.0,125965.0,23741.2,206.5,219.05,1766.0,0.74,0.18847457627118644
2022-05-08,Corn,South,Commercial,1147.0,240525.9,45558.84,209.7,221.15,2283.0,0.88,0.18941344778254648
2022-05-08,Corn,South,Cooperative,1472.0,305513.6,88378.88,207.55,204.61,2377.0,1.07,0.28927969164056855
2022-05-08,Corn,South,Exporter,1618.0,306788.98,51889.26,189.61,185.34,2084.0,0.98,0.16913664891092245
2022-05-08,Corn,South,Food Processor,965.0,194042.2,52418.8,201.08,203.54,2104.0,0.91,0.2701412373184802
2022-05-08,Corn,West,Commercial,1157.0,245827.79,68876.21,212.47,181.13,1638.0,1.18,0.28018073139737376
2022-05-08,Corn,West,Cooperative,1158.0,261360.6,72062.34,225.7,213.84,1680.0,1.05,0.27571998227735933
2022-05-08,Corn,West,Exporter,1445.0,327509.25,88650.75,226.65,246.64,1874.0,1.13,0.27068166776968894
2022-05-08,Corn,West,Food Processor,869.0,186096.35,49706.8,214.15,223.34,1945.0,0.9,0.267102498248891
2022-05-08,Soybeans,Midwest,Commercial,1154.0,519219.22,93450.92,449.93,476.15,2087.0,0.88,0.1799835529971329
2022-05-08,Soybeans,Midwest,Cooperative,1059.0,507271.59,86763.87,479.01,493.38,2034.0,0.76,0.1710402705580259
2022-05-08,Soybeans,Midwest,Exporter,1530.0,726520.5,188327.7,474.85,406.45,2039.0,1.06,0.2592187006423081
2022-05-08,Soybeans,Midwest,Food Processor,1265.0,654017.65,101415.05,517.01,537.58,2085.0,1.11,0.15506469894199337
2022-05-08,Soybeans,Northeast,Commercial,707.0,336065.38,53922.89,475.34,496.98,1260.0,0.92,0.16045357007615602
2022-05-08,Soybeans,Northeast,Cooperative,926.0,413690.5,85312.38,446.75,486.7,1173.0,1.04,0.20622271964185787
2022-05-08,Soybeans,Northeast,Exporter,713.0,331174.24,64740.4,464.48,484.96,1518.0,0.89,0.19548742679986222
2022-05-08,Soybeans,Northeast,Food Processor,711.0,309555.18,83656.26,435.38,472.44,1390.0,1.09,0.27024668106022326
2022-05-08,Soybeans,South,Commercial,1139.0,644578.78,205710.69,565.9164000000001,470.67,1596.0,1.18,0.3191397178790155
2022-05-08,Soybeans,South,Cooperative,1011.0,520594.23,153601.23,514.93,536.18,1687.0,0.83,0.29504981259588686
2022-05-08,Soybeans,South,Exporter,1208.0,587522.88,149212.16,486.36,479.08,1575.0,0.91,0.25396825396825395
2022-05-08,Soybeans,South,Food Processor,567.0,271507.95,41062.14,478.85,464.93,1670.0,0.89,0.1512373394591208
2022-05-08,Soybeans,West,Commercial,737.0,338902.08,62991.39,459.84,480.38,1527.0,0.91,0.1858689979123173
2022-05-08,Soybeans,West,Cooperative,947.0,417948.98,62994.44,441.34,447.24,1596.0,1.17,0.15072279874926361
2022-05-08,Soybeans,West,Exporter,1125.0,490128.75,78086.25,435.67,420.12,1387.0,1.19,0.159317832304267
2022-05-08,Soybeans,West,Food Processor,575.0,276023.0,71852.0,480.04,482.3,1757.0,0.8,0.2603116406966086
2022-05-08,Wheat,Midwest,Commercial,1017.0,289814.49,58192.74,284.97,273.52,1649.0,1.11,0.20079306593676527
2022-05-08,Wheat,Midwest,Cooperative,1165.0,294150.85,44503.0,252.49,274.45,1836.0,1.07,0.15129312051962454
2022-05-08,Wheat,Midwest,Exporter,1296.0,316470.24,77487.84,244.19,247.37,2071.0,1.01,0.2448503214709857
2022-05-08,Wheat,Midwest,Food Processor,730.0,180850.2,41201.2,247.74,261.88,1697.0,0.92,0.22781948817308464
2022-05-08,Wheat,Northeast,Commercial,470.0,115859.7,22987.7,246.51,248.25,991.0,1.04,0.19840980081943937
2022-05-08,Wheat,Northeast,Cooperative,532.0,129760.12,30361.24,243.91,236.88,1218.0,0.89,0.23397974662785456
2022-05-08,Wheat,Northeast,Exporter,642.0,155100.78,38398.02,241.59,235.38,1032.0,1.1,0.24756819404776687
2022-05-08,Wheat,Northeast,Food Processor,573.0,151294.92,32907.39,264.04,285.88,1334.0,1.23,0.2175049234964399
2022-05-08,Wheat,South,Commercial,639.0,150535.62,33387.75,235.58,243.51,1212.0,0.84,0.22179302147890315
2022-05-08,Wheat,South,Cooperative,713.0,165016.72,47307.55,231.44,228.29,1236.0,0.92,0.28668337366056
2022-05-08,Wheat,South,Exporter,1079.0,280809.75,60413.21,260.25,283.87,1233.0,1.07,0.21513928914505284
2022-05-08,Wheat,South,Food Processor,649.0,165378.18,42269.37,254.82,256.02,1193.0,1.02,0.2555921827172122
2022-05-08,Wheat,West,Commercial,712.0,184942.0,52702.24,259.75,276.93,1225.0,1.12,0.2849663137632339
2022-05-08,Wheat,West,Cooperative,614.0,149981.78,36189.16,244.27,259.09,1146.0,0.86,0.2412903754042658
2022-05-08,Wheat,West,Exporter,745.0,191889.65,30552.45,257.57,254.16,996.0,0.97,0.15921885312730522
2022-05-08,Wheat,West,Food Processor,530.0,130671.5,27162.5,246.55,260.87,916.0,0.95,0.20786858649361184
2022-05-15,Canola,Midwest,Commercial,874.0,465037.92,92154.56,532.08,565.26,1355.0,0.98,0.19816568937001955
2022-05-15,Canola,Midwest,Cooperative,897.0,432479.58,127741.77,482.14,492.87,1325.0,1.02,0.29537063923341766
2022-05-15,Canola,Midwest,Exporter,912.0,440468.64,126175.2,482.97,519.9,1605.0,0.89,0.28645671573803755
2022-05-15,Canola,Midwest,Food Processor,706.0,333923.88,79665.04,472.98,515.08,1076.0,1.09,0.2385724554949469
2022-05-15,Canola,Northeast,Commercial,377.0,177186.23,29160.95,469.99,466.53,696.0,1.01,0.1645779697440371
2022-05-15,Canola,Northeast,Cooperative,289.0,156427.03,29506.9,541.27,555.04,562.0,0.83,0.18863044321687883
2022-05-15,Canola,Northeast,Exporter,531.0,275955.39,51533.55,519.69,527.81,784.0,0.9,0.18674594469780062
2022-05-15,Canola,Northeast,Unknown,445.0,233349.1,67408.6,524.38,538.57,685.0,1.0,0.2888744803386857
2022-05-15,Canola,South,Commercial,470.0,215438.6,45778.0,458.38,442.96,1149.0,1.01,0.21248745582267986
2022-05-15,Canola,South,Cooperative,710.0,346472.9,81387.3,487.99,514.83,923.0,0.99,0.2349023545564458
2022-05-15,Canola,South,Exporter,713.0,389882.66,96247.87,546.82,555.31,874.0,1.02,0.2468636845762774
2022-05-15,Canola,South,Food Processor,555.0,282600.45,71139.9,509.19,573.28,844.0,0.84,0.25173314479860165
2022-05-15,Canola,West,Commercial,724.0,379723.52,99448.64,524.48,562.67,866.0,1.05,0.2618974984746797
2022-05-15,Canola,West,Cooperative,460.0,250631.0,67357.8,544.85,543.61,848.0,0.89,0.2687528677617693
2022-05-15,Canola,West,Exporter,744.0,350438.88,59341.44,471.02,477.12,807.0,1.07,0.1693346354719545
2022-05-15,Canola,West,Food Processor,290.0,152580.6,34072.1,526.14,518.01,722.0,0.89,0.22330558406507772
2022-05-15,Corn,Midwest,Commercial,1761.0,368454.03,101046.18,209.23,225.05,2754.0,1.03,0.27424365530755623
2022-05-15,Corn,Midwest,Cooperative,2042.0,421264.6,74492.16,206.3,208.98,3061.0,1.07,0.17682985942801746
2022-05-15,Corn,Midwest,Exporter,2057.0,434644.1,115233.14,211.3,235.46,3211.0,0.92,0.26512068149550405
2022-05-15,Corn,Midwest,Food Processor,1849.0,372074.27,85423.8,201.23,214.54,2854.0,1.25,0.22958803359340058
2022-05-15,Corn,Northeast,Commercial,914.0,187159.78,47299.5,204.77,212.38,1574.0,0.89,0.2527225667822435
2022-05-15,Corn,Northeast,Cooperative,940.0,200342.2,36349.8,213.13,220.02,1467.0,0.96,0.1814385586261906
2022-05-15,Corn,Northeast,Exporter,1187.0,212271.21,48595.78,178.83,189.4,1760.0,1.04,0.22893250573170051
2022-05-15,Corn,Northeast,Food Processor,812.0,176618.12,47315.24,217.51,217.25,1262.0,1.09,0.26789572893200314
2022-05-15,Corn,South,Commercial,1202.0,260485.42,57852.26,216.71,228.52,2315.0,0.96,0.22209404272991556
2022-05-15,Corn,South,Cooperative,1373.0,285707.57,67839.93,208.09,213.55,2050.0,0.99,0.23744533615262622
2022-05-15,Corn,South,Exporter,1047.0,238328.61,57501.24,227.63,241.36,2017.0,0.78,0.2412687255634143
2022-05-15,Corn,South,Food Processor,1170.0,239136.3,63039.6,204.39,199.04,2098.0,1.01,0.2636136797299281
2022-05-15,Corn,West,Commercial,870.0,189720.9,43526.1,218.07,231.88,1589.0,0.81,0.22942174531113863
2022-05-15,Corn,West,Cooperative,1240.0,281058.4,71622.4,226.66,231.78,1943.0,0.98,0.2548310244418953
2022-05-15,Corn,West,Exporter,1133.0,225840.89,61929.78,199.33,197.64,1623.0,0.87,0.2742186324186023
2022-05-15,Corn,West,Food Processor,839.0,171877.54,35338.68,204.86,200.46,1827.0,1.06,0.20560382700380747
2022-05-15,Soybeans,Midwest,Commercial,1137.0,518733.51,154074.87,456.23,480.35,2287.0,0.87,0.29702123928720164
2022-05-15,Soybeans,Midwest,Cooperative,2034.0,904804.56,260046.9,444.84,469.04,2333.0,1.32,0.2874067080298534
2022-05-15,Soybeans,Midwest,Exporter,1181.0,550263.33,161619.85,465.93,493.72,2058.0,0.71,0.29371364797287147
2022-05-15,Soybeans,Midwest,Food Processor,896.0,362476.8,103918.08,404.55,414.86,2154.0,0.76,0.2866889136077123
2022-05-15,Soybeans,Northeast,Commercial,777.0,379953.0,86200.38,489.0,498.54,1278.0,1.21,0.22687116564417178
2022-05-15,Soybeans,Northeast,Cooperative,955.0,455792.85,93408.55,477.27,466.9,1099.0,1.15,0.20493640916043332
2022-05-15,Soybeans,Northeast,Exporter,613.0,317779.2,52221.47,518.4,550.09,1215.0,0.61,0.16433256172839505
2022-05-15,Soybeans,Northeast,Food Processor,620.0,284697.8,52235.0,459.19,484.4,1272.0,0.84,0.18347524989655697
2022-05-15,Soybeans,South,Commercial,685.0,346993.6,81693.1,506.56,514.97,1430.0,0.79,0.23543114339861027
2022-05-15,Soybeans,South,Cooperative,996.0,464773.44,138922.08,466.64,456.85,1791.0,1.04,0.29890279444539686
2022-05-15,Soybeans,South,Exporter,1385.0,644786.75,158707.15,465.55,489.78,1478.0,1.11,0.24613897540543442
2022-05-15,Soybeans,South,Food Processor,1066.0,482556.88,124412.86,452.68,481.43,1662.0,1.07,0.2578200936643987
2022-05-15,Soybeans,West,Commercial,603.0,259277.94,70364.07,429.98,441.1,1402.0,0.81,0.271384715568166
2022-05-15,Soybeans,West,Cooperative,932.0,422317.16,71428.48,453.13,435.63,1444.0,0.94,0.16913468541036789
2022-05-15,Soybeans,West,Exporter,995.0,483898.35,88087.35,486.33,475.46,1122.0,0.94,0.18203688853247796
2022-05-15,Soybeans,West,Food Processor,657.0,309276.18,60089.22,470.74,474.16,1329.0,0.88,0.19428984152610784
2022-05-15,Wheat,Midwest,Commercial,1052.0,267691.92,72514.36,254.46,263.46,1830.0,1.01,0.2708873693311326
2022-05-15,Wheat,Midwest,Cooperative,1135.0,319241.45,72220.05,281.27,312.34,1599.0,1.01,0.22622391296618907
2022-05-15,Wheat,Midwest,Exporter,1295.0,306889.1,85016.75,236.98,250.27,1446.0,1.07,0.27702759726559206
2022-05-15,Wheat,Midwest,Food Processor,920.0,243303.2,62458.8,264.46,271.05,1604.0,1.08,0.2567117900627694
2022-05-15,Wheat,Northeast,Commercial,425.0,102340.0,30561.75,240.8,250.99,852.0,0.94,0.2986295681063123
2022-05-15,Wheat,Northeast,Cooperative,814.0,460655.95,308576.33,565.9164000000001,290.98,780.0,1.09,0.6698628987642513
2022-05-15,Wheat,Northeast,Exporter,658.0,165006.66,36808.52,250.77,269.95,1052.0,0.88,0.22307293535909398
2022-05-15,Wheat,Northeast,Food Processor,521.0,124670.09,28160.05,239.29,240.44,1031.0,0.77,0.2258765514647499
2022-05-15,Wheat,South,Commercial,567.0,158368.77,36860.67,279.31,256.44,1405.0,0.8,0.23275213920017185
2022-05-15,Wheat,South,Cooperative,985.0,261852.4,45644.9,265.84,275.64,1195.0,0.94,0.17431537767077943
2022-05-15,Wheat,South,Exporter,814.0,209027.06,47008.5,256.79,264.35,1173.0,0.75,0.22489193504419955
2022-05-15,Wheat,South,Food Processor,567.0,153231.75,30408.21,270.25,280.13,1292.0,0.88,0.19844588344125808
2022-05-15,Wheat,West,Commercial,910.0,234543.4,57339.1,257.74,271.54,990.0,1.0,0.24447117249941802
2022-05-15,Wheat,West,Cooperative,723.0,190452.66,46835.94,263.42,264.39,1067.0,0.87,0.2459190646116468
2022-05-15,Wheat,West,Exporter,762.0,198767.7,55686.96,260.85,277.1,1308.0,0.94,0.28016101207590566
2022-05-15,Wheat,West,Food Processor,507.0,131252.16,25699.83,258.88,235.93,937.0,0.98,0.19580500618046973
2022-05-22,Canola,Midwest,Commercial,912.0,465466.56,115450.08,510.38,561.24,1222.0,1.08,0.24803087895293705
2022-05-22,Canola,Midwest,Cooperative,829.0,393136.67,69992.47,474.23,493.0,1179.0,1.02,0.1780359741053919
2022-05-22,Canola,Midwest,Exporter,926.0,524038.59,57519.79,565.9164000000001,623.94,1180.0,0.95,0.10976250813895214
2022-05-22,Canola,Midwest,Food Processor,349.0,164417.39,29124.05,471.11,441.53,1422.0,0.92,0.17713485173314086
2022-05-22,Canola,Northeast,Commercial,337.0,156833.06,39759.26,465.38,454.3,828.0,1.15,0.25351325798272384
2022-05-22,Canola,Northeast,Cooperative,485.0,237650.0,52258.75,490.0,499.74,520.0,1.08,0.21989795918367347
2022-05-22,Canola,Northeast,Exporter,623.0,315256.69,61782.91,506.03,549.02,753.0,1.01,0.19597652313103966
2022-05-22,Canola,Northeast,Food Processor,453.0,229245.18,37639.77,506.06,516.11,707.0,1.01,0.16419001699403232
2022-05-22,Canola,South,Commercial,776.0,368941.44,79687.44,475.44,530.9,796.0,1.25,0.21598939929328623
2022-05-22,Canola,South,Cooperative,481.0,239311.93,42135.6,497.53,472.82,993.0,0.96,0.1760697847365988
2022-05-22,Canola,South,Exporter,865.0,421990.25,120010.1,487.85,528.48,1119.0,1.02,0.2843906938608179
2022-05-22,Canola,South,Food Processor,428.0,208144.96,48903.28,486.32,463.22,1052.0,1.07,0.2349481822668202
2022-05-22,Canola,West,Commercial,585.0,295846.2,69258.15,505.72,537.63,849.0,0.91,0.23410187455508974
2022-05-22,Canola,West,Cooperative,648.0,307482.48,52980.48,474.51,477.54,640.0,1.14,0.17230406103137977
2022-05-22,Canola,West,Exporter,621.0,335190.96,92404.8,539.76,525.11,705.0,1.08,0.2756780791462872
2022-05-22,Canola,West,Food Processor,282.0,134361.72,23090.16,476.46,459.11,759.0,0.95,0.17185073248541324
2022-05-22,Corn,Midwest,Commercial,2021.0,428916.83,93996.71,212.23,215.1,2624.0,1.25,0.2191490364227489
2022-05-22,Corn,Midwest,Cooperative,2165.0,444647.7,124119.45,205.38,208.34,2793.0,1.12,0.2791411042944785
2022-05-22,Corn,Midwest,Exporter,2181.0,456526.92,124535.1,209.32,210.1,3022.0,1.03,0.2727880756736098
2022-05-22,Corn,Midwest,Food Processor,1372.0,275607.36,52437.84,200.88,205.81,2613.0,1.0,0.19026284348864994
2022-05-22,Corn,Northeast,Commercial,969.0,218490.12,44196.09,225.48,217.89,1412.0,1.05,0.2022795813375909
2022-05-22,Corn,Northeast,Cooperative,996.0,201590.4,48136.68,202.4,212.66,1412.0,0.88,0.23878458498023716
2022-05-22,Corn,Northeast,Exporter,1705.0,360283.55,88983.95,211.31,226.05,1492.0,1.3,0.24698310539018503
2022-05-22,Corn,Northeast,Food Processor,639.0,132426.36,39611.61,207.24,195.86,1717.0,0.96,0.29912179116000776
2022-05-22,Corn,South,Commercial,1225.0,239965.25,63222.25,195.89,201.32,2183.0,0.97,0.26346418908571134
2022-05-22,Corn,South,Cooperative,1426.0,293313.94,71685.02,205.69,211.84,2125.0,1.06,0.24439690796830182
2022-05-22,Corn,South,Exporter,1320.0,271418.4,59518.8,205.62,204.76,2210.0,0.91,0.2192880070032098
2022-05-22,Corn,South,Food Processor,1016.0,218206.32,57536.08,214.77,207.16,1995.0,0.93,0.2636774223588024
2022-05-22,Corn,West,Commercial,996.0,213104.16,51313.92,213.96,220.78,1476.0,0.91,0.24079267152738829
2022-05-22,Corn,West,Cooperative,1125.0,216506.25,45123.75,192.45,206.25,1619.0,0.95,0.2084177708495713
2022-05-22,Corn,West,Exporter,1467.0,306911.07,83090.88,209.21,222.07,1713.0,1.06,0.27073275656039386
2022-05-22,Corn,West,Food Processor,802.0,147584.04,25062.5,184.02,210.87,1752.0,0.84,0.16981849798934898
2022-05-22,Soybeans,Midwest,Commercial,1352.0,585416.0,131509.04,433.0,476.65,2232.0,1.03,0.22464203233256352
2022-05-22,Soybeans,Midwest,Cooperative,1657.0,780430.43,194448.95,470.99,467.55,2125.0,1.15,0.24915603303679484
2022-05-22,Soybeans,Midwest,Exporter,1609.0,738144.84,182830.67,458.76,449.1,2192.0,0.96,0.24768942366378938
2022-05-22,Soybeans,Midwest,Food Processor,924.0,420623.28,88583.88,455.22,452.75,2350.0,0.83,0.21060146742234523
2022-05-22,Soybeans,Northeast,Commercial,812.0,376126.52,78975.12,463.21,459.33,1190.0,1.23,0.2099695602426545
2022-05-22,Soybeans,Northeast,Cooperative,825.0,380316.75,105377.25,460.99,466.95,1112.0,1.13,0.2770775938740537
2022-05-22,Soybeans,Northeast,Exporter,588.0,309170.4,62316.24,525.8,551.15,1433.0,0.83,0.201559528337771
2022-05-22,Soybeans,Northeast,Food Processor,577.0,266314.35,53874.49,461.55,453.07,1203.0,1.07,0.2022966092514354
2022-05-22,Soybeans,South,Commercial,987.0,464067.66,90172.32,470.18,528.96,1416.0,0.96,0.1943085626781233
2022-05-22,Soybeans,South,Cooperative,1416.0,679368.48,109570.08,479.78,480.95,1632.0,1.23,0.1612822543665847
2022-05-22,Soybeans,South,Exporter,1348.0,632966.88,165642.24,469.56,463.7,1621.0,1.06,0.2616917965755175
2022-05-22,Soybeans,South,Food Processor,1096.0,504302.48,115628.0,460.13,477.52,1560.0,1.26,0.22928302870927783
2022-05-22,Soybeans,West,Commercial,729.0,347849.64,101556.99,477.16,506.46,1353.0,0.72,0.2919565764104284
2022-05-22,Soybeans,West,Cooperative,864.0,412888.32,115542.72,477.88,501.45,1412.0,0.79,0.27984012722859297
2022-05-22,Soybeans,West,Exporter,769.0,366443.88,82090.75,476.52,484.26,1415.0,0.73,0.22401997817510283
